index,winery,wine,year,rating,num_reviews,region,type,body,acidity,price
3209,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3210,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3211,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3212,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3213,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3214,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3215,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3216,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3217,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3218,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3219,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3220,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3221,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3222,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3223,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3224,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3225,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3226,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3227,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3228,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3229,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3230,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3231,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3232,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3233,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3234,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3235,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3236,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3237,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3238,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3239,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3240,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3241,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3242,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3243,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3244,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3245,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3246,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3247,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3248,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3249,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3250,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3251,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3252,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3253,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3254,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3255,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3256,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3257,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3258,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3259,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3260,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3261,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3262,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3263,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3264,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3265,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3266,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3267,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3268,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3269,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3270,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3271,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3272,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3273,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3274,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3275,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3276,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3277,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3278,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3279,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3280,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3281,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3282,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3283,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3284,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3285,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3286,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3287,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3288,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3289,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3290,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3291,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3292,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3293,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3294,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3295,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3296,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3297,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3298,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3299,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3300,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3301,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3302,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3303,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3304,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3305,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3306,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3307,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3308,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3309,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3310,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3311,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3312,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3313,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3314,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3315,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3316,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3317,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3318,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3319,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3320,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3321,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3322,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3323,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3324,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3325,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3326,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,NA,NA,17.5
3327,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,NA,NA,18.9
3328,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,NA,NA,23.95
3329,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,NA,NA,28.3
3330,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,NA,NA,45
3331,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,NA,NA,17.9
3332,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,NA,NA,16.78
3333,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,NA,NA,13.58
3334,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,NA,NA,37.9
3335,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,NA,NA,51.35
3336,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,NA,NA,22.99
3337,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3338,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,NA,NA,7.1
3339,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,NA,NA,77.36
3340,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3341,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,NA,NA,28.53
3342,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,NA,NA,27.89
3343,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,NA,NA,48.96
3344,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,NA,NA,61.94
3345,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,NA,NA,19.98
3346,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,NA,NA,16.76
3347,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,NA,NA,24.45
3348,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,NA,NA,64.5
3349,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,NA,NA,31.63
3350,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,NA,NA,73
3351,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3352,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3353,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3354,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3355,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3356,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3357,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3358,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3359,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3360,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3361,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3362,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3363,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3364,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3365,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3366,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3367,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3368,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3369,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3370,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3371,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3372,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3373,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3374,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3375,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3376,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3377,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3378,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3379,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3380,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3381,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3382,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3383,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3384,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3385,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3386,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3387,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3388,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3389,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3390,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3391,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3392,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3393,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3394,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3395,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3396,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3397,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3398,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3399,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3400,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3401,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3402,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3403,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3404,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3405,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3406,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3407,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3408,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3409,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3410,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3411,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3412,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3413,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3414,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3415,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3416,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3417,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3418,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3419,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3420,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3421,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3422,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3423,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3424,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3425,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3426,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3427,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3428,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3429,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3430,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3431,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3432,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3433,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3434,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3435,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3436,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3437,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3438,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3439,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3440,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3441,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3442,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3443,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3444,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3445,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3446,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3447,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3448,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3449,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3450,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3451,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3452,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3453,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3454,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3455,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3456,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3457,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3458,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3459,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3460,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3461,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3462,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3463,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3464,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
3465,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
3466,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
3467,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
3468,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
3469,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
3470,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
3471,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
3472,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
3473,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
3474,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
3475,Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,Rioja Red,4,3,73
3476,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
3477,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
3478,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
3479,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
3480,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
3481,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
3482,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
3483,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
3484,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
3485,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
3486,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
3487,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
3488,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
3489,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
